id,company,department,age,age_when_joined,years_in_the_company,salary,annual_bonus,prior_years_experience,full_time,part_time,contractor
19117,Pear,Design,36,35,1,113400.3991,24792.91,2,0.34938676,0,0.885881879
19118,Pear,Sales,30,26,1,100304.5258,16431.5817,5,1,0,0.518574615
19119,Glasses,AI,34,22,9,109874.4926,17511.55611,1,0.893128242,0.659006575,0
19120,Cheerper,BigData,30,24,6,109805.3904,22679.39738,2,0.534099152,0.698593395,0
19121,Glasses,Search Engine,38,34,4,56332.76045,14826.64581,3,0.019775192,0.248847066,0.731257762
19122,Cheerper,Support,49,48,3,40000,22537.04075,1,0,1,0.218024959
19123,Glasses,Design,31,24,7,96612.3713,19176.63918,2,0.604814976,0.275691611,0.119414112
19124,Glasses,Design,37,30,7,139057.9698,21752.16956,1,0.718547167,0,0.399854557
19125,Pear,Design,41,38,3,83767.87663,21875.02315,1,0.244382685,0.02798702,0.728025614
19126,Glasses,AI,31,27,5,76648.37765,24792.91,1,0.14108407,0.954375161,0
19127,Cheerper,BigData,39,34,5,104636.9668,23716.38876,2,0.127519638,0.677873019,0.194532677
19128,Cheerper,BigData,38,35,3,48638.63461,20933.5736,2,0,0.218621184,1
19129,Glasses,AI,39,31,8,94439.43301,18193.80286,2,0.701560722,0.589336145,0
19130,Cheerper,BigData,40,32,8,76825.58508,22198.99235,1,0.025717881,0.626832097,0.347044888
19131,Glasses,Search Engine,31,22,9,83806.45793,15625.96456,2,0.327632795,0.582559295,0.089665691
19132,Cheerper,BigData,47,44,3,67503.97256,12080.5002,4,0.234962552,0.325681512,0.439281944
19133,Pear,Sales,30,22,7,119160.0649,24217.96826,1,1,0.069721056,0
19134,Glasses,Search Engine,41,37,4,128897.14,20261.02245,3,0.602349213,0.105243507,0.292260819
19135,Pear,AI,30,22,5,99912.26696,24186.53726,2,0.460326452,0.191735423,0.348306841
19136,Cheerper,Support,34,28,6,128596.8522,19091.41698,1,0.591500337,1,0
19137,Pear,Sales,45,42,2,104817.327,17094.16564,3,0.621959377,0,0.784233758
19138,Cheerper,BigData,35,31,4,43026.54593,18504.64499,3,0,0.148733812,0.927869626
19139,Cheerper,Support,42,39,3,44495.83215,17337.30348,3,0,0.746026361,0.463895402
19140,Cheerper,BigData,42,36,6,91162.73069,19919.45685,1,0.036992152,0.942307878,0.020438335
19141,Pear,Design,42,39,4,83114.59935,24792.91,1,0.081568602,5.10E-05,0.918390469
19142,Glasses,Search Engine,40,37,3,88047.63621,23555.24496,1,0,0.51975955,0.690601587
19143,Glasses,AI,34,31,3,80842.02692,24792.91,1,0.063235292,0.339835618,0.597160489
19144,Glasses,AI,32,26,6,67903.69996,24792.91,1,0.293541186,0.163308732,0.542836495
19145,Glasses,Search Engine,48,48,1,107748.0069,19448.8235,3,0.596392887,0.234159195,0.169033376
19146,Pear,Sales,31,29,3,85878.93878,23001.38217,2,0.479780242,0,0.872710459
19147,Cheerper,Search Engine,34,24,9,44442.51965,11885.39154,4,0,0.396691519,0.684430869
19148,Glasses,Search Engine,42,40,3,43968.86296,9465.727714,5,0,0.053403551,1
19149,Glasses,AI,30,22,9,88914.75407,19382.9637,2,0.703954975,0.51990095,0
19150,Pear,AI,36,33,3,56665.12938,24792.91,1,0,0.364528503,0.732289203
19151,Cheerper,BigData,36,31,5,63011.08208,12470.75205,3,0.146063089,0.699587381,0.154492602
19152,Pear,Sales,49,46,4,116350.8295,10818.26683,3,1,0,0
19153,Pear,Sales,44,41,3,139160.3622,17337.84882,1,0.453832393,0,0.98523268
19154,Glasses,Design,49,48,1,112555.5205,19723.85998,3,0.790087911,0.040438749,0.169517005
19155,Glasses,AI,40,38,2,113207.9358,22381.70056,1,0.265536538,0.338607525,0.395666309
19156,Glasses,AI,30,29,1,62851.12102,14313.24149,5,0.19595725,0,1
19157,Pear,Sales,30,27,3,89951.6801,19909.01658,2,0.690498783,0,0.803514778
19158,Glasses,AI,42,42,1,87389.77016,24343.73624,2,0.116465647,0.167368403,0.716450222
19159,Cheerper,BigData,35,29,6,99175.32952,24382.81265,2,0.345448879,1,0
19160,Glasses,AI,38,32,6,86504.79197,19191.59471,3,0.495002441,0.133919513,0.371088133
19161,Glasses,AI,44,38,6,84921.52756,16060.78152,2,0.393618959,0.492760333,0.113648225
19162,Glasses,Design,43,38,5,94076.31539,22068.90969,1,0.451153488,0.20467019,0.344121776
19163,Glasses,AI,46,42,4,56444.86584,15117.46204,2,0,0.122716259,0.922296356
19164,Cheerper,Search Engine,38,32,6,69847.033,21039.87185,1,0,0.665989655,0.401124669
19165,Pear,Design,30,22,5,66278.46873,24792.91,1,0.278291384,0.245971328,0.475427989
19166,Glasses,AI,33,24,9,58921.56142,17451.2721,2,0.343074233,0.284801497,0.372068354
19167,Glasses,AI,47,43,5,105208.9242,21542.84871,1,0.416592787,0.0272723,0.556145136
19168,Pear,AI,30,22,6,55644.97224,23739.42923,1,0,0.339471097,0.841097354
19169,Cheerper,BigData,36,27,9,79627.52599,22530.94686,1,0,0.917524609,0.215588318
19170,Glasses,Design,40,35,5,114645.8399,24792.91,1,0.631355007,0.32292573,0.045924711
19171,Cheerper,BigData,46,42,4,73559.71277,24792.91,1,0,1,0.24032528
19172,Cheerper,Support,37,34,3,99788.42455,10843.80694,5,0.397787667,0.648081709,0
19173,Pear,Design,32,32,1,87316.76759,24686.75371,1,0,0,1
19174,Glasses,Search Engine,33,32,1,109478.947,24792.91,1,0,0.686073949,0.338152948
19175,Glasses,BigData,30,24,6,75991.4445,13429.07413,4,0.263042174,0.23268533,0.504379145
19176,Cheerper,Support,49,46,3,71168.80223,14329.14976,4,0.016231822,0.838183764,0.145150815
19177,Glasses,Search Engine,46,44,2,56396.60071,13101.94024,3,0,0.400329921,0.877210988
19178,Cheerper,BigData,30,22,9,86786.544,24792.91,1,0.149069968,0.598798452,0.252022308
19179,Cheerper,Support,48,45,3,49462.83934,16503.07545,2,0,0.601256286,1
19180,Pear,Sales,43,42,1,111928.7281,14403.16962,3,0.697777564,0,1
19181,Cheerper,Search Engine,49,48,2,94549.77331,24792.91,1,0,0.363488408,0.718610951
19182,Cheerper,Support,38,37,1,40000,20170.37263,3,0,0.874423413,0.756975733
19183,Pear,Sales,42,33,9,81894.71352,13694.18251,2,0.668136019,0,0.532019598
19184,Pear,AI,30,28,2,123439.1178,19119.82348,3,0.764614001,0,0.342659657
19185,Glasses,AI,30,22,7,117554.3075,19858.3371,2,0.474614729,0.083060719,0.442445576
19186,Glasses,Search Engine,49,48,1,95592.30528,15436.03285,4,0.066803565,0.023656979,0.909782966
19187,Cheerper,Support,49,48,3,54853.9082,13354.89379,4,0,1,0
19188,Glasses,AI,44,36,8,112326.1984,16860.52696,2,0.511181048,0.164038557,0.324495861
19189,Cheerper,BigData,33,23,9,99082.32266,19943.84182,1,0.165676895,0.92064786,0
19190,Glasses,Design,47,41,6,136888.0328,21475.11049,1,0.756563118,0.082638948,0.160676652
19191,Pear,Design,30,22,5,73518.21765,24792.91,2,0.226100385,0.333515602,0.440571834
19192,Glasses,Search Engine,49,47,4,101957.2234,19056.87231,1,0.189317484,0.04275282,0.767663634
19193,Glasses,AI,30,22,3,70063.44388,20291.68334,3,0.207166318,0.206253254,0.586357592
19194,Glasses,AI,44,39,5,80539.31198,16042.04457,3,0.326478521,0.107590089,0.565063569
19195,Cheerper,Support,30,22,8,52743.67434,17439.01403,5,0.428749378,0.828939939,0
19196,Glasses,AI,30,22,8,58815.80216,14315.17497,3,0.411132155,0,0.708139994
19197,Glasses,BigData,34,32,2,82408.44988,20871.4915,3,0,0.193334905,0.923928022
19198,Glasses,Search Engine,47,45,3,97403.15546,15845.97706,4,0.416884818,0.293316014,0.290490302
19199,Glasses,Design,36,27,9,120514.7674,20349.94183,1,0.871380575,0.437981883,0
19200,Glasses,AI,30,22,7,92567.62324,15409.86556,3,0.311943132,0.585022138,0.102789272
19201,Glasses,Search Engine,30,22,7,57115.93474,21672.83455,3,0.145424202,0.105077753,0.749151011
19202,Pear,Sales,43,41,2,121409.8992,18479.89912,2,0.875012374,0,0.59412312
19203,Cheerper,BigData,37,35,2,48757.59432,18381.60199,3,0,0.318147871,0.810232016
19204,Glasses,Design,32,22,9,150975.3969,24792.91,1,0.887588214,0.551137813,0
19205,Glasses,AI,46,41,4,86554.2542,24792.91,1,0,0.404874913,0.640356658
19206,Glasses,Design,30,22,9,100272.7586,19940.99995,2,1,0.107588812,0
19207,Glasses,Search Engine,41,38,3,94229.47444,18283.13338,2,0.076260227,0.799918838,0.12419123
19208,Glasses,Design,32,26,7,153000,22374.48257,3,1,0,0
19209,Glasses,AI,34,26,8,70570.45335,18947.15686,2,0.510698237,0.335324462,0.154096068
19210,Glasses,Design,39,33,6,108424.2516,16103.34546,3,1,0,0
19211,Pear,AI,42,36,7,44629.10821,24792.91,1,0.16192451,0.276713248,0.561728691
19212,Pear,Sales,30,22,6,116673.1841,24792.91,1,0.52194775,0.131247194,0.346355473
19213,Cheerper,Search Engine,31,22,9,130638.8509,12567.59803,3,0.771339687,0.32756226,0
19214,Cheerper,Support,38,34,5,44541.21032,20340.64057,2,0,1,0.080555763
19215,Glasses,Design,30,22,4,68894.84593,19245.29981,2,0.228392576,0.252542805,0.519233846
19216,Pear,Design,34,27,7,87042.29013,23364.30046,2,0.309675165,0,0.705243264
19217,Glasses,Design,49,47,2,119995.3774,9859.674141,4,0.704182759,0,0.405230228
19218,Glasses,Search Engine,42,39,4,78206.03782,19617.59943,3,0.044125721,0.395409498,0.560363785
19219,Pear,AI,39,41,1,43175.46849,13115.7876,4,0.139219588,0,1
19220,Glasses,AI,33,29,4,101792.8398,23703.73025,2,0.340988575,0.267626317,0.391131658
19221,Glasses,Design,45,41,3,109088.0561,16384.20094,2,0.609496939,0,0.685357432
19222,Cheerper,BigData,49,45,7,101272.5596,24792.91,1,0,0.885777853,0.197587648
19223,Cheerper,BigData,36,32,4,46166.09207,22642.06412,3,0.066330308,0.661972465,0.271565307
19224,Glasses,Search Engine,30,22,8,65416.17048,16668.88107,4,0.430484971,0.126664178,0.443229129
19225,Cheerper,BigData,40,35,4,57415.26049,14421.94254,4,0.347294565,0.763014079,0
19226,Pear,Sales,31,28,3,105349.5482,9080.021979,5,1,0,0.336583614
19227,Glasses,AI,33,31,2,95719.57489,16090.98895,5,1,0.060710074,0
19228,Pear,Design,30,22,2,65227.07799,24792.91,1,0,0,1
19229,Glasses,Search Engine,39,34,5,79961.63926,22418.99222,2,0.194044831,0.406417103,0.399872115
19230,Cheerper,Support,47,44,3,40000,15853.52303,4,0,0.816586916,0.571411298
19231,Pear,Sales,42,39,3,153000,18985.17914,2,1,0,0.294371361
19232,Glasses,Search Engine,36,27,9,72522.11386,24792.91,1,0.372259749,0.438010148,0.189712827
19233,Cheerper,BigData,44,38,6,77308.12788,19136.37215,2,0.018623709,0.877461848,0.104006164
19234,Cheerper,Support,42,40,1,47721.71124,15472.59408,4,0,0.733487438,0.611107691
19235,Pear,Sales,30,24,4,84565.7907,18814.54265,4,0.551562739,0,0.946494454
19236,Cheerper,BigData,48,48,1,48986.99073,18497.48811,3,0,0.569127134,0.631721928
19237,Glasses,AI,41,37,4,73247.13396,20542.43624,2,0.157134472,0.620034226,0.222536296
19238,Cheerper,Support,42,41,1,61814.98531,12429.29119,4,0,0.569098898,0.457786244
19239,Glasses,Search Engine,37,32,5,40000,14925.93892,4,0.146068915,0.990046967,0
19240,Glasses,AI,35,31,3,91786.58563,17437.95025,3,0.478498179,0.214635455,0.306629653
19241,Cheerper,Search Engine,36,31,5,82201.77762,20743.51099,2,0.246524854,0.931287275,0
19242,Glasses,AI,30,22,8,117561.5463,18313.99513,3,0.74650318,0.436945133,0
19243,Cheerper,BigData,42,37,5,133837.1242,14398.23343,4,0.617745956,0.566468511,0
19244,Pear,Design,42,38,3,65040.34167,15793.57711,3,0.512907444,0.123111295,0.36374654
19245,Glasses,Search Engine,37,31,6,51650.39456,14113.81427,3,0.031209077,0.078171942,0.890612397
19246,Cheerper,Support,42,40,3,40000,18941.76852,3,0,1,0.64142019
19247,Pear,Sales,42,35,7,108864.5822,18663.27119,2,1,0,0.006884716
19248,Glasses,AI,36,34,2,110018.7726,10443.13508,5,1,0.113177275,0
19249,Cheerper,BigData,40,34,6,78449.96142,24026.76624,1,0.044738248,0.819229738,0.135718792
19250,Glasses,Search Engine,34,29,5,66067.18068,22491.00951,2,0.057260011,0,0.977921333
19251,Glasses,AI,36,32,5,135386.0895,18354.3939,3,0.897528627,0.248637685,0
19252,Glasses,AI,49,45,3,102980.6772,15223.85621,3,0.26203582,0.290288653,0.447231928
19253,Cheerper,Support,35,32,3,40000,24163.53126,3,0,0.913697015,0.618276177
19254,Glasses,Search Engine,37,37,1,40000,17689.85336,4,0,0.631764557,0.576247546
19255,Pear,AI,38,38,1,111240.3834,15868.36374,4,0.520227998,0.028779539,0.451270306
19256,Pear,AI,43,46,1,57436.35712,22821.63963,2,0,0,1
19257,Glasses,Search Engine,46,42,5,80779.13683,12099.96556,4,0.697077189,0.021966152,0.280984
19258,Pear,Sales,30,22,9,40000,24792.91,1,0.174288858,0.025100751,0.800506577
19259,Glasses,Search Engine,48,47,1,98874.80842,9000,5,0.550026764,0,0.91015047
19260,Glasses,AI,47,45,2,63000.40191,15700.93104,3,0.258785207,0.326146199,0.414997467
19261,Pear,AI,32,29,3,55632.82867,16078.80511,4,0.316197695,0,0.992191246
19262,Cheerper,BigData,39,34,5,103787.1847,18861.78557,3,0.427469483,1,0
19263,Cheerper,Search Engine,35,29,7,113720.2251,13657.5742,4,0.953966971,0.672410465,0
19264,Glasses,AI,45,41,4,59085.21291,15898.49938,2,0.290927357,0.229626508,0.479328167
19265,Glasses,Design,49,48,6,89071.72399,24469.26486,1,0.245929559,0.307896428,0.446000661
19266,Pear,Design,31,28,4,62381.40901,19145.56753,3,0.103618332,0.087935241,0.808163998
19267,Cheerper,Support,35,24,9,99147.88526,15909.10242,3,0.323139314,1,0
19268,Cheerper,Support,46,43,3,81601.01474,14062.30261,3,0,0.542359389,0.471007931
19269,Cheerper,Search Engine,37,29,8,45880.01226,10305.67319,3,0.080235608,0.714217858,0.205295815
19270,Glasses,BigData,30,29,1,56946.57047,24304.10616,2,0,0.475418332,0.778998543
19271,Cheerper,BigData,30,22,4,90769.964,22125.5951,3,0.219367125,0.723838438,0.056869377
19272,Glasses,Design,35,28,7,140159.4754,11476.09457,4,1,0.051427329,0
19273,Glasses,AI,33,25,8,77316.46799,19824.3989,2,0.38653584,0.58010735,0.032512681
19274,Cheerper,Support,39,33,5,46943.94953,12553.72533,2,0,0.768167829,0.519416495
19275,Glasses,AI,38,31,8,111539.8623,20430.61177,3,1,0.045768153,0
19276,Pear,Design,47,45,3,110819.8629,10041.18903,4,0.593648592,0,0.586341754
19277,Cheerper,BigData,47,44,3,132524.3031,10318.75437,4,0.564192057,0.101263611,0.334560454
19278,Cheerper,Support,31,23,8,40518.77075,22299.28832,3,0,0.912204819,0.115464839
19279,Glasses,AI,45,41,5,74268.70616,20115.50736,1,0.136804372,0.211624565,0.651690157
19280,Cheerper,BigData,36,28,8,82318.22635,23441.68283,2,0.351315462,0.678287722,0
19281,Glasses,AI,47,42,5,45311.34952,12129.04355,3,0.074274242,0.33427388,0.591542817
19282,Glasses,AI,40,33,6,92404.59774,15248.7782,3,0.447612592,0.244292529,0.307470901
19283,Glasses,AI,30,22,4,58953.98242,24157.65646,1,0,0,1
19284,Cheerper,Support,44,41,3,40000,20842.70542,1,0,1,0.647546073
19285,Cheerper,Support,40,36,4,40000,18704.72923,2,0,0.775127178,0.921482333
19286,Cheerper,BigData,38,29,9,74081.51665,24792.91,1,0,1,0.111878935
19287,Glasses,AI,41,39,1,57007.49184,21738.40776,2,0.001781239,0,1
19288,Cheerper,Support,31,23,7,72766.61378,20308.65585,2,0,1,0
19289,Glasses,Search Engine,30,22,7,132897.3881,22537.43968,2,0.938863165,0.37612671,0
19290,Pear,Sales,36,31,6,117439.0989,24792.91,1,0.833755027,0.395362777,0
19291,Cheerper,Support,40,37,3,54872.88212,19253.74345,3,0,1,0.232452814
19292,Cheerper,Search Engine,40,34,6,96154.18492,21267.09066,1,0.117201823,0.612957066,0.269802681
19293,Pear,Design,38,35,3,80462.7726,20157.55041,1,0.107200826,0,1
19294,Glasses,AI,43,40,3,103025.4465,13105.68322,4,0.550303211,0.269493565,0.180083659
19295,Glasses,AI,30,24,4,72847.21961,17322.22921,3,0.222769078,0.397957058,0.379294619
19296,Cheerper,Search Engine,30,29,1,112094.1625,9000,5,0.958019019,0.289173673,0
19297,Glasses,Search Engine,31,22,9,75645.50096,18808.4151,2,0.343237279,0.574160158,0.082653444
19298,Glasses,BigData,38,33,6,40000,16190.79351,3,0,0.767527435,0.342987896
19299,Cheerper,BigData,34,25,9,63137.72276,19103.23021,1,0,0.722008728,0.321906714
19300,Cheerper,Support,32,24,8,61075.13764,21035.50454,2,0,1,0.103187346
19301,Pear,AI,38,37,1,107928.9843,24792.91,1,0.312298093,0.12933033,0.558808675
19302,Glasses,AI,31,28,3,114335.6453,14299.33282,5,0.95211818,0,0.373669012
19303,Glasses,Search Engine,40,33,8,56023.65468,20472.54596,3,0.020788091,0.270198782,0.708845936
19304,Glasses,AI,37,31,6,66562.32978,21803.08294,1,0.497394034,0.752572704,0
19305,Pear,Design,33,32,1,117699.609,18330.10192,4,0.772813329,0,0.311252619
19306,Glasses,AI,32,30,2,89671.60278,23152.53571,3,0.546423324,0.040980228,0.412400289
19307,Cheerper,Support,30,22,9,45110.02462,17069.49985,2,0,0.94654994,0.104602735
19308,Cheerper,Search Engine,37,33,4,100960.8394,18401.76991,4,0.697733688,0.527409553,0
19309,Glasses,Search Engine,30,24,6,86069.75218,13758.05091,5,0.975895837,0.189345347,0
19310,Glasses,AI,38,32,5,79441.28198,21356.38612,2,0.146974466,0.060017779,0.79265021
19311,Glasses,AI,31,30,1,79691.7239,19558.77303,3,0.520775551,0.092569103,0.38664499
19312,Glasses,Search Engine,38,38,1,57429.58463,21398.42068,2,0,0.648833794,0.435065289
19313,Pear,Design,46,41,5,125743.4869,24792.91,1,0.705841333,0,0.548515304
19314,Glasses,AI,37,34,3,55927.06289,9722.274604,3,0,0.219233105,0.796644443
19315,Glasses,Design,30,23,5,103846.2037,21377.515,1,0.512423212,0.68736486,0
19316,Cheerper,Support,31,25,6,60437.00956,16639.47351,4,0.210867845,0.87151204,0
19317,Glasses,BigData,44,41,4,50426.11097,24792.91,1,0,0.779200895,0.869665149
19318,Glasses,Design,31,26,6,119459.9258,15548.41886,3,0.806502454,0.047910389,0.145265932
19319,Cheerper,Support,49,46,7,88681.07542,9253.620369,4,0.187158475,1,0
19320,Glasses,BigData,40,37,3,67150.35663,13103.31168,5,0.17058777,0.270921648,0.558493369
19321,Glasses,Search Engine,30,23,5,83948.39775,21112.56834,3,0.553979559,0.294643591,0.151390922
19322,Glasses,BigData,36,28,7,60767.46447,24792.91,1,0,0.608583975,0.471246805
19323,Glasses,Search Engine,44,39,5,100971.4017,17238.2564,3,0.290939112,0.48797757,0.220818396
19324,Cheerper,Support,36,34,2,40959.72145,17076.73294,4,0,0.747350113,0.839036693
19325,Cheerper,Support,44,42,2,62113.62054,23501.74683,2,0,0.736916154,0.370866884
19326,Glasses,BigData,30,26,3,57371.75697,24792.91,2,0,0.360311336,1
19327,Pear,Design,43,40,3,83933.94557,22013.04243,1,0.132385696,0.104349091,0.763110957
19328,Glasses,Search Engine,30,22,8,81919.49069,21491.84148,2,0.342075106,0.6395765,0.017901161
19329,Cheerper,BigData,47,45,2,64473.79724,22309.73376,2,0,0.919475757,0.135889658
19330,Cheerper,BigData,45,40,4,91632.95059,22809.71282,1,0,0.776552322,0.431004606
19331,Pear,Sales,48,40,8,125950.6248,20402.68608,1,1,0.389165272,0
19332,Glasses,AI,37,30,6,57852.86912,19719.34697,1,0.238500947,0.410359231,0.3510913
19333,Pear,Sales,48,48,1,115315.0313,16690.25106,3,0.888094072,0,0.167099906
19334,Pear,Design,40,40,1,114856.8487,19703.78897,2,0.599663699,0.116522016,0.283845062
19335,Pear,Design,32,30,2,102379.9467,16112.61476,3,0.358432902,0.020933045,0.620552499
19336,Pear,Sales,33,30,4,94453.66579,17970.70071,3,0.84194525,0,0.699611385
19337,Cheerper,BigData,30,22,9,73095.3717,16468.20099,3,0.499292763,0.760912844,0
19338,Glasses,AI,41,35,6,90097.73294,23375.607,1,0.287724925,0.410015313,0.302076235
19339,Cheerper,Search Engine,31,28,3,117217.9762,15897.47201,5,0.782530919,0.284196977,0
19340,Cheerper,BigData,33,28,5,91336.013,23267.96195,3,0.475432149,1,0
19341,Pear,Design,38,35,3,99708.55361,16582.31784,3,0.589162974,0.183643768,0.226761756
19342,Pear,Design,40,40,1,86569.21064,18105.59128,3,0.700180099,0,0.514122607
19343,Pear,Sales,37,33,4,130494.8843,12113.63782,4,1,0,0
19344,Glasses,AI,31,24,7,104904.0038,24792.91,1,0.02901849,0.823619521,0.1471398
19345,Glasses,Design,40,36,4,124913.8954,17660.87039,4,1,0.204531962,0
19346,Glasses,AI,32,28,5,61628.45973,19468.18723,3,0.396407139,0.039942942,0.563208034
19347,Pear,Design,30,22,8,137604.068,24297.42331,1,0.895184703,0,0.602239543
19348,Glasses,AI,49,48,5,69147.48024,13208.57486,3,0.550515792,0.071968613,0.377287879
19349,Glasses,AI,44,42,3,69983.39132,24792.91,2,0.253558883,0.32116763,0.425149287
19350,Cheerper,Support,37,32,5,75741.59616,19495.7403,2,0.039441593,1,0
19351,Pear,Sales,37,38,1,94363.51133,22339.2405,3,0.426017769,0,0.967253213
19352,Cheerper,BigData,37,31,7,63051.70955,23209.87567,2,0.154744912,0.734863603,0.110223697
19353,Cheerper,BigData,49,47,7,95795.86362,17196.92186,1,0,0.954134616,0.114591945
19354,Pear,Sales,37,35,3,132617.4773,21287.90862,1,0.573184456,0,0.820700204
19355,Cheerper,Search Engine,42,36,7,110309.3768,18424.14571,1,0.231482621,0.797519132,0
19356,Cheerper,BigData,38,32,6,115918.2257,24624.38281,2,0.295083779,0.766298802,0
19357,Pear,Sales,37,35,2,123081.9848,12454.92426,5,1,0,0.468816367
19358,Glasses,Search Engine,39,31,8,78927.74216,24792.91,1,0,0.851818611,0.254009577
19359,Cheerper,Search Engine,30,25,5,116727.7051,20940.72214,4,1,0.386781527,0
19360,Glasses,AI,36,29,7,62069.90384,16685.76786,3,0.007256785,0.251501213,0.740971882
19361,Cheerper,Support,39,34,5,79867.43016,17457.77006,3,0.107493799,0.950080547,0
19362,Glasses,AI,36,31,4,115182.8479,21357.61886,2,0.577169896,0.670312606,0
19363,Glasses,AI,42,45,1,64239.19963,20708.6894,2,0,0.212933351,1
19364,Glasses,AI,44,41,3,111078.7663,13963.86964,4,1,0.265405931,0
19365,Pear,Sales,32,28,5,130216.8728,21418.02364,2,1,0,0
19366,Glasses,Search Engine,35,31,4,40000,16580.36191,3,0,0.859577741,0.346157965
19367,Glasses,Design,49,48,3,126925.0178,14901.8165,2,0.816831761,0,0.228576399
19368,Cheerper,Support,34,24,9,40000,24648.49153,1,0,1,0.772519649
19369,Glasses,AI,43,37,6,93942.86078,14108.40677,4,0.831039016,0,0.316690118
19370,Pear,Sales,45,44,1,64496.63676,21586.18614,2,0.369775737,0,0.679154469
19371,Glasses,Search Engine,46,39,7,101700.6155,14167.7312,3,0.572834351,0.293465512,0.133964228
19372,Glasses,Search Engine,36,32,4,77518.30714,17288.97512,2,0.059494503,0.431773367,0.50921079
19373,Glasses,AI,41,35,6,111085.5187,24468.15973,2,0.339822567,0.31050164,0.349987868
19374,Pear,Design,39,35,4,74523.4457,24792.91,1,0,0,1
19375,Cheerper,Support,33,25,8,43625.05331,21810.21553,2,0,1,0
19376,Cheerper,Support,40,36,3,40000,15330.12497,4,0,1,0.603284621
19377,Pear,Design,45,42,3,75965.80501,20042.0953,1,0,0.04807211,1
19378,Glasses,Design,31,24,7,145619.5989,22839.0399,1,0.939009623,0.287728961,0
19379,Glasses,AI,45,36,9,75328.95304,23411.42881,1,0,0.461705767,0.648234549
19380,Pear,Sales,36,32,4,72057.60125,14205.62219,4,1,0,0.465617537
19381,Glasses,AI,38,36,2,67092.3298,18657.01403,3,0.046403382,0.273637912,0.680147107
19382,Glasses,Search Engine,49,48,2,40000,21899.79267,2,0,0.313200511,1
19383,Cheerper,BigData,30,24,3,73757.56398,24536.87154,3,0.168387068,0.249345227,0.581737558
19384,Cheerper,BigData,36,30,6,53887.72122,17130.11932,2,0,0.588195033,0.464160923
19385,Pear,Design,32,29,3,69753.9196,20920.84568,2,0.054635811,0.292592643,0.652719994
19386,Glasses,Design,49,44,5,120603.7499,13081.77856,3,1,0.23382555,0
19387,Cheerper,BigData,42,37,5,79537.5573,16026.92783,2,0.048794161,0.652185369,0.299211983
19388,Pear,Design,30,25,2,91306.36999,16599.34738,4,0.818030567,0,0.48800986
19389,Glasses,AI,35,30,5,91212.63923,18970.59309,2,0.389031941,0.139948069,0.471069732
19390,Cheerper,Support,35,25,9,80548.3173,15549.25065,3,0.155473618,1,0
19391,Pear,Sales,49,48,1,153000,15567.92099,2,1,0,0.589869433
19392,Pear,Design,30,24,1,76540.73368,14146.8509,5,0.426509335,0,0.84134118
19393,Pear,Design,30,22,3,67517.89651,24256.76614,1,0.060300584,0.337206384,0.603182058
19394,Glasses,Sales,30,22,6,128464.0449,9000,5,1,0.122390651,0
19395,Pear,AI,46,44,3,66293.39167,16069.64574,2,0.049199095,0,1
19396,Glasses,Design,31,22,9,141091.8163,22440.83731,1,0.850491308,0.030720533,0.118990688
19397,Cheerper,BigData,40,38,2,88480.2274,9000,5,0.747513286,0.360893246,0
19398,Glasses,Search Engine,48,46,2,98317.13334,18754.15065,3,0.50523402,0.033917397,0.46120946
19399,Pear,Sales,36,29,7,133128.8127,13764.88766,4,1,0,0.05049984
19400,Glasses,AI,42,43,1,99143.1339,9000,5,0.737393692,0,0.333181086
19401,Glasses,AI,49,43,7,88588.4674,11168.25254,2,0.560721189,0.642690121,0
19402,Cheerper,Support,39,34,5,57173.17382,24792.91,1,0,0.864617053,0.501520936
19403,Pear,Sales,30,22,5,63694.63699,18175.17158,3,0.270159779,0,0.943099207
19404,Glasses,Search Engine,42,36,6,63618.31957,12482.86352,3,0,0.361054232,0.71248466
19405,Glasses,Search Engine,41,38,3,53041.2077,24792.91,1,0,0.130278849,1
19406,Glasses,Search Engine,30,22,6,119190.9201,21393.17104,2,0.541666401,0.515209912,0
19407,Pear,Sales,49,48,1,131032.5219,23763.13455,1,0.807141182,0,0.591000462
19408,Glasses,Design,38,33,5,135363.4611,20539.85464,2,0.916993886,0.216126036,0
19409,Pear,Design,30,22,9,46734.82099,24792.91,1,0.26012701,0.656341961,0.083291292
19410,Cheerper,BigData,33,29,4,59451.86721,24792.91,2,0.066413516,0.985625689,0
19411,Glasses,BigData,45,43,2,59292.36528,24792.91,1,0,0.534669559,0.875789456
19412,Cheerper,BigData,36,29,7,132520.602,22186.75731,3,0.656474375,0.833490609,0
19413,Glasses,AI,39,37,3,152254.6008,24632.52462,1,0.621243108,0,0.398490906
19414,Glasses,BigData,30,25,6,93472.37676,23069.87523,2,0.28292121,0.280527029,0.437355336
19415,Glasses,AI,41,36,4,106255.5372,14316.04404,4,1,0.223508631,0
19416,Cheerper,BigData,38,32,6,40000,18420.85881,2,0,0.849696157,0.552011043
19417,Glasses,Search Engine,38,36,1,65796.92061,22147.04376,1,0,0.664330129,0.890721417
19418,Cheerper,Support,40,38,2,54326.87241,15473.58424,3,0,0.774208292,0.360781292
19419,Cheerper,BigData,30,22,4,70767.89948,23991.6008,2,0.14925544,0.930014203,0
19420,Glasses,Design,34,27,6,116838.0617,12632.82452,5,1,0,0
